name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at
Jeremiah Byers,cardinals,OT,67.0,"6'4""",320,30.0,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.975519
L.J. Collier,cardinals,DE,91.0,"6'3""",291,29.0,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.978855
Michael Carter,cardinals,RB,22.0,"5'8""",201,26.0,,North Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.977488
Hayden Conner,cardinals,G,58.0,"6'6""",314,23.0,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980062
James Conner,cardinals,RB,6.0,"6'1""",233,30.0,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980352
Kitan Crawford,cardinals,SAF,36.0,"5'11""",202,23.0,,Nevada,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980656
Zaven Collins,cardinals,LB,25.0,"6'4""",260,26.0,,Tulsa,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.979100
Jaden Davis,cardinals,DB,39.0,"5'10""",182,24.0,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.981925
DeeJay Dallas,cardinals,RB,20.0,"5'10""",214,26.0,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.981665
McClendon Curtis,cardinals,G,66.0,"6'6""",325,25.0,,Tennessee-Chattanooga,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.981165
Jake Curhan,cardinals,OT,64.0,"6'6""",316,27.0,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980849
Josiah Deguara,cardinals,TE,47.0,"6'2""",238,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.982478
Emari Demercado,cardinals,RB,31.0,"5'9""",215,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.982908
Greg Dortch,cardinals,WR,4.0,"5'7""",175,,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.983084
Josh Fryar,cardinals,OT,78.0,"6'5""",320,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.984084
Akeem Davis-Gaither,cardinals,LB,27.0,"6'2""",238,,,Appalachian State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.982317
Simi Fehoko,cardinals,WR,80.0,"6'4""",218,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.983349
Bryson Green,cardinals,WR,30.0,"6'1""",207,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.985452
Hjalte Froholdt,cardinals,G,72.0,"6'5""",310,,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.983792
Blake Gillikin,cardinals,P,12.0,"6'2""",196,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.984912
Anthony Goodlow,cardinals,DE,95.0,"6'5""",283,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.985296
Jon Gaines II,cardinals,G,59.0,"6'4""",303,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.984358
Darren Hall,cardinals,CB,30.0,"6'0""",190,,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.985768
Marvin Harrison Jr.,cardinals,WR,18.0,"6'3""",209,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986079
Sincere Haynesworth,cardinals,OL,61.0,"6'1""",300,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986361
Elijah Higgins,cardinals,TE,84.0,"6'3""",234,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986636
Trishton Jackson,cardinals,WR,86.0,"6'1""",191,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986872
Patrick Jenkins,cardinals,DE,,"6'2""",293,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987099
Will Johnson,cardinals,CB,,"6'2""",194,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987312
Paris Johnson Jr.,cardinals,OT,70.0,"6'6""",313,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987711
Elijah Jones,cardinals,CB,28.0,"6'1""",185,,,Boston College,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988013
Zay Jones,cardinals,WR,17.0,"6'2""",200,,,East Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988203
Jaylon Jones,cardinals,DB,37.0,"5'11""",190,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988431
Justin Jones,cardinals,DT,98.0,"6'3""",309,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988818
Bam Knight,cardinals,RB,35.0,"5'11""",209,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989284
Nick Leverett,cardinals,G,60.0,"6'4""",310,,,Rice,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989472
Christian Jones,cardinals,OT,75.0,"6'5""",305,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987847
PJ Mustipher,cardinals,DT,79.0,"6'4""",318,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990622
Vi Jones,cardinals,LB,53.0,"6'2""",225,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989001
Max Melton,cardinals,CB,16.0,"5'11""",187,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990137
Kyler Murray,cardinals,QB,1.0,"5'10""",207,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990479
Trey McBride,cardinals,TE,85.0,"6'4""",246,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989826
Royce Newman,cardinals,G,71.0,"6'5""",310,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990834
Bilal Nichols,cardinals,DT,92.0,"6'3""",313,,,Delaware,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991014
Walter Nolen,cardinals,DT,97.0,"6'4""",296,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991226
Tejhaun Palmer,cardinals,WR,83.0,"6'2""",210,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991763
Tip Reiman,cardinals,TE,87.0,"6'5""",271,,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992241
BJ Ojulari,cardinals,LB,9.0,"6'2""",248,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991437
Chad Ryland,cardinals,K,38.0,"6'0""",195,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.994257
Owen Pappoe,cardinals,LB,44.0,"6'0""",225,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992105
J.J. Russell,cardinals,ILB,51.0,"6'1""",225,,,Memphis,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.993836
Darius Robinson,cardinals,DL,56.0,"6'5""",285,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992470
Dante Stills,cardinals,DT,55.0,"6'4""",286,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.995411
Valentin Senn,cardinals,OT,69.0,"6'7""",310,,,Connecticut,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.994472
Elijah Simmons,cardinals,DL,96.0,"6'1""",334,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.994788
Josh Sweat,cardinals,OLB,10.0,"6'5""",265,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.996377
Dadrion Taylor-Demerson,cardinals,DB,42.0,"5'10""",197,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.996639
Cody Simon,cardinals,LB,50.0,"6'2""",229,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.995229
Xavier Thomas,cardinals,LB,54.0,"6'2""",245,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.996898
Starling Thomas V,cardinals,CB,24.0,"5'10""",194,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.997441
Jammie Robinson,cardinals,SAF,26.0,"5'11""",195,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992899
Jalen Thompson,cardinals,DB,34.0,"5'11""",190,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.998012
Clayton Tune,cardinals,QB,15.0,"6'3""",220,,,Houston,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.998717
Travis Vokolek,cardinals,TE,81.0,"6'6""",260,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.999089
Dalvin Tomlinson,cardinals,DE,94.0,"6'3""",325,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.998258
Xavier Weaver,cardinals,WR,89.0,"6'1""",169,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.000007
Quez Watkins,cardinals,WR,16.0,"6'0""",193,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.999652
Mykal Walker,cardinals,LB,43.0,"6'3""",230,,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.999324
Benton Whitley,cardinals,LB,49.0,"6'4""",260,,,Holy Cross,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.000344
Garrett Williams,cardinals,CB,21.0,"5'10""",192,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.001166
Mack Wilson,cardinals,LB,2.0,"6'1""",246,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.001382
Jonah Williams,cardinals,OT,73.0,"6'5""",312,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.000788
Michael Wilson,cardinals,WR,14.0,"6'2""",213,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.001703
Tyler Allgeier,falcons,RB,25.0,"5'11""",225,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.107285
Jamal Agnew,falcons,WR,14.0,"5'10""",190,,,San Diego,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.106784
Jessie Bates,falcons,FS,3.0,"6'1""",210,,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108175
Matthew Bergeron,falcons,OL,65.0,"6'5""",315,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108345
Troy Andersen,falcons,LB,44.0,"6'4""",239,,,Montana State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.107830
Simeon Barrow Jr.,falcons,DL,91.0,"6'1""",283,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108046
Chris Blair,falcons,WR,19.0,"6'2""",215,,,Alcorn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.110664
Billy Bowman Jr.,falcons,SAF,33.0,"5'10""",192,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.111434
JD Bertrand,falcons,LB,40.0,"6'1""",230,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108681
